DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 20:41:14,786;10,68;13,85;-3,17;12,41;AvançoFase;6
18/01/2026 - 20:41:15,105;13,14;14,57;-1,43;8,77;AvançoFase;6
18/01/2026 - 20:41:15,531;15,13;18,65;-3,52;-1,07;AvançoFase;6
18/01/2026 - 20:41:15,958;18,07;24,83;-6,76;-14,4;AvançoFase;6
18/01/2026 - 20:41:16,386;19,3;31,44;-12,14;-21,03;AvançoFase;6
18/01/2026 - 20:41:16,810;20;33,5;-13,5;-21,86;AvançoFase;6
18/01/2026 - 20:41:17,131;19,51;35,22;-15,71;-21,9;AvançoFase;6
18/01/2026 - 20:41:17,561;18,43;34,98;-16,55;-17,18;AvançoFase;6
18/01/2026 - 20:41:17,988;15,6;32,19;-16,59;-17,54;AvançoFase;6
18/01/2026 - 20:41:18,415;13,61;26,53;-12,92;-10,52;AvançoFase;6
18/01/2026 - 20:41:18,837;11,05;19,71;-8,66;-1,65;AvançoFase;6
18/01/2026 - 20:41:19,156;9,09;14,42;-5,33;8,05;AvançoFase;6
18/01/2026 - 20:41:19,581;8,09;9,88;-1,79;10,19;AvançoFase;6
18/01/2026 - 20:41:20,003;8,23;10,16;-1,93;3,03;AvançoFase;6
18/01/2026 - 20:41:20,536;9,07;14,37;-5,3;-5,3;AvançoFase;6
18/01/2026 - 20:41:20,855;11,03;20,1;-9,07;-13,25;AvançoFase;6
18/01/2026 - 20:41:21,283;13,57;24,1;-10,53;-16,25;AvançoFase;6
18/01/2026 - 20:41:21,709;16,2;27,24;-11,04;-9,39;AvançoFase;6
18/01/2026 - 20:41:22,031;18,39;27,82;-9,43;-3,57;AvançoFase;6
18/01/2026 - 20:41:22,458;19,5;28,62;-9,12;-3,09;AvançoFase;6
18/01/2026 - 20:41:22,884;20;27,56;-7,56;-5,19;AvançoFase;6
18/01/2026 - 20:41:23,204;19,3;27,62;-8,32;-9,82;AvançoFase;6
18/01/2026 - 20:41:23,721;17,59;27,59;-10;-13,5;AvançoFase;6
18/01/2026 - 20:41:24,041;15,26;27,75;-12,49;-20,09;AvançoFase;6
18/01/2026 - 20:41:24,464;13,26;25,68;-12,42;-16,58;AvançoFase;6
18/01/2026 - 20:41:24,896;10,75;22,44;-11,69;-10,82;AvançoFase;6
18/01/2026 - 20:41:25,215;8,9;19,4;-10,5;-5,02;AvançoFase;6
18/01/2026 - 20:41:25,739;8,02;13,49;-5,47;4,9;AvançoFase;6
18/01/2026 - 20:41:26,061;8,34;11,63;-3,29;8,55;AvançoFase;6
18/01/2026 - 20:41:26,486;9,28;12,92;-3,64;2,24;AvançoFase;6
18/01/2026 - 20:41:27,016;11,34;17,19;-5,85;-5,02;AvançoFase;6
18/01/2026 - 20:41:27,338;13,9;21,01;-7,11;-8,98;AvançoFase;6
18/01/2026 - 20:41:27,765;16,51;28,1;-11,59;-14,94;AvançoFase;6
18/01/2026 - 20:41:28,085;18,61;30,29;-11,68;-13,67;AvançoFase;6
18/01/2026 - 20:41:28,513;19,62;32,22;-12,6;-14,43;AvançoFase;6
18/01/2026 - 20:41:29,045;19,97;30,38;-10,41;-6,56;AvançoFase;6
18/01/2026 - 20:41:29,368;19,14;27,3;-8,16;-4,54;AvançoFase;6
18/01/2026 - 20:41:29,794;17,3;24,92;-7,62;-7;AvançoFase;6
18/01/2026 - 20:41:30,116;14,82;24,53;-9,71;-13,45;AvançoFase;6
18/01/2026 - 20:41:30,543;12,8;24,54;-11,74;-18,13;AvançoFase;6
18/01/2026 - 20:41:30,969;9,86;24,44;-14,58;-18,92;AvançoFase;6
18/01/2026 - 20:41:31,398;8,67;23,46;-14,79;-16,36;AvançoFase;6
18/01/2026 - 20:41:31,824;8;21,49;-13,49;-10,5;AvançoFase;6
18/01/2026 - 20:41:32,141;8,52;19,02;-10,5;0,61;AvançoFase;6
18/01/2026 - 20:41:32,566;10,1;15,71;-5,61;9,68;AvançoFase;6
18/01/2026 - 20:41:32,989;12,44;14,69;-2,25;10,84;AvançoFase;6
18/01/2026 - 20:41:33,415;14,41;16,92;-2,51;6,35;AvançoFase;6
18/01/2026 - 20:41:33,842;16,95;22,03;-5,08;-3,29;AvançoFase;6
18/01/2026 - 20:41:34,164;18,92;27,23;-8,31;-14,79;AvançoFase;6
18/01/2026 - 20:41:34,697;19,92;31,84;-11,92;-16,14;AvançoFase;6
18/01/2026 - 20:41:35,017;19,76;34,36;-14,6;-23,47;AvançoFase;6
18/01/2026 - 20:41:35,445;18,88;35,5;-16,62;-24,95;AvançoFase;6
18/01/2026 - 20:41:35,853;16,89;34,85;-17,96;-24,55;AvançoFase;6
18/01/2026 - 20:41:36,174;14,45;31,49;-17,04;-17,74;AvançoFase;6
18/01/2026 - 20:41:36,600;11,81;24,05;-12,24;-2,2;AvançoFase;6
18/01/2026 - 20:41:37,023;9,61;15,08;-5,47;10,98;AvançoFase;6
18/01/2026 - 20:41:37,447;8,52;8,33;0,19;16,3;AvançoFase;6
18/01/2026 - 20:41:37,869;8;6,61;1,39;10,21;AvançoFase;6
18/01/2026 - 20:41:38,186;8,64;9,28;-0,64;0;AvançoFase;6
18/01/2026 - 20:41:38,614;10,32;15,65;-5,33;-11,91;AvançoFase;6
18/01/2026 - 20:41:39,041;12,73;22,6;-9,87;-17,66;AvançoFase;6
18/01/2026 - 20:41:39,575;14,74;27,69;-12,95;-16,65;AvançoFase;6
18/01/2026 - 20:41:39,895;17,23;29,27;-12,04;-10,26;AvançoFase;6
18/01/2026 - 20:41:40,322;19,1;27,63;-8,53;-0,65;AvançoFase;6
18/01/2026 - 20:41:40,748;19,97;25,24;-5,27;3,15;AvançoFase;6
18/01/2026 - 20:41:41,069;19,66;25,44;-5,78;-4,53;AvançoFase;6
18/01/2026 - 20:41:41,498;18,68;27,56;-8,88;-18,09;AvançoFase;6
18/01/2026 - 20:41:41,925;16,59;28,58;-11,99;-20,63;AvançoFase;6
18/01/2026 - 20:41:42,353;13,99;26,86;-12,87;-20,97;AvançoFase;6
18/01/2026 - 20:41:42,882;11,4;22,81;-11,41;-12,19;AvançoFase;6
18/01/2026 - 20:41:43,095;9,32;18,31;-8,99;-0,9;AvançoFase;6
18/01/2026 - 20:41:43,623;8,35;11,72;-3,37;10,91;AvançoFase;6
18/01/2026 - 20:41:43,940;8,02;7,94;7,99999999999992E-02;13,42;AvançoFase;6
18/01/2026 - 20:41:44,364;8,86;9,65;-0,79;7,52;AvançoFase;6
18/01/2026 - 20:41:44,892;10,68;15,38;-4,7;-5,44;AvançoFase;6
18/01/2026 - 20:41:45,105;13,15;20,79;-7,64;-13,15;AvançoFase;6
18/01/2026 - 20:41:45,539;15,16;26,66;-11,5;-18,47;AvançoFase;6
18/01/2026 - 20:41:45,966;18,12;30,67;-12,55;-14,32;AvançoFase;6
18/01/2026 - 20:41:46,393;19,32;31,05;-11,73;-12,52;AvançoFase;6
18/01/2026 - 20:41:46,819;20;30,77;-10,77;-8,15;AvançoFase;6
18/01/2026 - 20:41:47,140;19,48;28,55;-9,07;-5,57;AvançoFase;6
18/01/2026 - 20:41:47,568;17,91;25,77;-7,86;-6,01;AvançoFase;6
18/01/2026 - 20:41:47,994;15,55;24,53;-8,98;-11,9;AvançoFase;6
18/01/2026 - 20:41:48,422;13,55;24,68;-11,13;-16;AvançoFase;6
18/01/2026 - 20:41:48,957;11,03;24,83;-13,8;-20,78;AvançoFase;6
18/01/2026 - 20:41:49,277;9,05;24,26;-15,21;-17,81;AvançoFase;6
18/01/2026 - 20:41:49,702;8,07;22,22;-14,15;-10,26;AvançoFase;6
18/01/2026 - 20:41:50,016;8,25;19,35;-11,1;-1,31;AvançoFase;6
18/01/2026 - 20:41:50,440;9,13;16,01;-6,88;5,83;AvançoFase;6
18/01/2026 - 20:41:50,971;11,11;14,53;-3,42;10,92;AvançoFase;6
18/01/2026 - 20:41:51,293;13,65;15,7;-2,05;6,47;AvançoFase;6
18/01/2026 - 20:41:51,613;16,26;19,87;-3,61;-3,09;AvançoFase;6
18/01/2026 - 20:41:52,041;18,44;26;-7,56;-13,37;AvançoFase;6
18/01/2026 - 20:41:52,468;19,52;31,36;-11,84;-21,08;AvançoFase;6
18/01/2026 - 20:41:53,002;19,98;32,89;-12,91;-19,87;AvançoFase;6
18/01/2026 - 20:41:53,321;19,28;34,33;-15,05;-20,47;AvançoFase;6
18/01/2026 - 20:41:53,731;17,53;33,42;-15,89;-22,62;AvançoFase;6
18/01/2026 - 20:41:54,052;15,2;32,53;-17,33;-20,93;AvançoFase;6
18/01/2026 - 20:41:54,481;13,19;28,87;-15,68;-15,96;AvançoFase;6
18/01/2026 - 20:41:55,011;10,7;22,81;-12,11;-4,21;AvançoFase;6
18/01/2026 - 20:41:55,222;8,86;17,09;-8,23;5,41;AvançoFase;6
18/01/2026 - 20:41:55,751;8,02;9,05;-1,03;15,05;AvançoFase;6
18/01/2026 - 20:41:56,067;8,35;7,72;0,63;12,98;AvançoFase;6
18/01/2026 - 20:41:56,599;9,32;11,01;-1,69;0,49;AvançoFase;6
18/01/2026 - 20:41:56,918;11,37;17,67;-6,3;-11,34;AvançoFase;6
18/01/2026 - 20:41:57,237;13,91;22,85;-8,94;-17,4;AvançoFase;6
18/01/2026 - 20:41:57,772;16,55;30,24;-13,69;-16,25;AvançoFase;6
18/01/2026 - 20:41:58,075;18,64;32,31;-13,67;-16,81;AvançoFase;6
18/01/2026 - 20:41:58,609;19,6;31,62;-12,02;-10,78;AvançoFase;6
18/01/2026 - 20:41:58,929;19,98;28,11;-8,13;0,23;AvançoFase;6
18/01/2026 - 20:41:59,357;19,18;25,37;-6,19;-0,62;AvançoFase;6
18/01/2026 - 20:41:59,785;17,36;25,12;-7,76;-8,51;AvançoFase;6
18/01/2026 - 20:42:00,099;14,89;25,99;-11,1;-19,11;AvançoFase;6
18/01/2026 - 20:42:00,530;12,87;26,52;-13,65;-23,05;AvançoFase;6
18/01/2026 - 20:42:01,064;9,92;24,89;-14,97;-17,3;AvançoFase;6
18/01/2026 - 20:42:01,383;8,69;21,64;-12,95;-10,83;AvançoFase;6
18/01/2026 - 20:42:01,807;8,01;16,57;-8,56;0,58;AvançoFase;6
18/01/2026 - 20:42:02,126;8,48;12,78;-4,3;12,18;AvançoFase;6
18/01/2026 - 20:42:02,549;9,55;11,35;-1,8;11,81;AvançoFase;6
18/01/2026 - 20:42:02,973;12,34;15,03;-2,69;-0,11;AvançoFase;6
18/01/2026 - 20:42:03,402;14,31;21,99;-7,68;-9,16;AvançoFase;6
18/01/2026 - 20:42:03,828;16,87;29,55;-12,68;-18,65;AvançoFase;6
18/01/2026 - 20:42:04,132;18,87;34,13;-15,26;-24,16;AvançoFase;6
18/01/2026 - 20:42:04,560;19,89;35,12;-15,23;-15,73;AvançoFase;6
18/01/2026 - 20:42:05,094;19,8;34,38;-14,58;-15,07;AvançoFase;6
18/01/2026 - 20:42:05,415;18,98;34,39;-15,41;-17,16;AvançoFase;6
18/01/2026 - 20:42:05,840;17,05;31,61;-14,56;-16,09;AvançoFase;6
18/01/2026 - 20:42:06,162;14,53;27,42;-12,89;-8,41;AvançoFase;6
18/01/2026 - 20:42:06,587;11,88;21,4;-9,52;-1,94;AvançoFase;6
18/01/2026 - 20:42:07,009;9,67;15,21;-5,54;4,87;AvançoFase;6
18/01/2026 - 20:42:07,432;8,56;11,66;-3,1;6,02;AvançoFase;6
18/01/2026 - 20:42:07,855;8;12,49;-4,49;-2,32;AvançoFase;6
18/01/2026 - 20:42:08,174;8,6;14,88;-6,28;-8,01;AvançoFase;6
18/01/2026 - 20:42:08,707;10,26;18,2;-7,94;-8,85;AvançoFase;6
18/01/2026 - 20:42:09,135;12,65;21,79;-9,14;-8,5;AvançoFase;6
18/01/2026 - 20:42:09,456;14,65;24,64;-9,99;-7,38;AvançoFase;6
18/01/2026 - 20:42:09,883;17,17;27,47;-10,3;-8,04;AvançoFase;6
18/01/2026 - 20:42:10,204;19,05;28,91;-9,86;-9,56;AvançoFase;6
18/01/2026 - 20:42:10,632;19,96;28,55;-8,59;-5,57;AvançoFase;6
18/01/2026 - 20:42:11,058;19,68;28,31;-8,63;-9,85;AvançoFase;6
18/01/2026 - 20:42:11,487;18,72;28,07;-9,35;-13,44;AvançoFase;6
18/01/2026 - 20:42:11,913;16,64;27,5;-10,86;-16,16;AvançoFase;6
18/01/2026 - 20:42:12,234;14,08;26,42;-12,34;-16,87;AvançoFase;6
18/01/2026 - 20:42:12,767;11,46;23,2;-11,74;-13,88;AvançoFase;6
18/01/2026 - 20:42:13,085;9,36;20,8;-11,44;-8,72;AvançoFase;6
18/01/2026 - 20:42:13,510;8,36;16,59;-8,23;-0,14;AvançoFase;6
18/01/2026 - 20:42:13,932;8,02;12,9;-4,88;7,14;AvançoFase;6
18/01/2026 - 20:42:14,355;8,83;12,59;-3,76;6,54;AvançoFase;6
18/01/2026 - 20:42:14,886;10,64;15,69;-5,05;-0,42;AvançoFase;6,2
18/01/2026 - 20:42:15,100;13,09;19,4;-6,31;-6,36;AvançoFase;6,2
18/01/2026 - 20:42:15,635;13,54;24,42;-10,88;-28,54;AvançoFase;6,2
18/01/2026 - 20:42:15,956;11,07;27,39;-16,32;-32,48;AvançoFase;6,2
18/01/2026 - 20:42:16,383;9,14;25,73;-16,59;-22,79;AvançoFase;6,2
18/01/2026 - 20:42:16,805;8,11;19,33;-11,22;-3,92;AvançoFase;6,2
18/01/2026 - 20:42:17,123;8,17;12,6;-4,43;17,43;AvançoFase;6,2
18/01/2026 - 20:42:17,546;8,91;8,72;0,19;19,92;AvançoFase;6,2
18/01/2026 - 20:42:17,967;11,25;13,63;-2,38;-1,29;AvançoFase;6,2
18/01/2026 - 20:42:18,400;13,06;23,17;-10,11;-18,21;AvançoFase;6,2
18/01/2026 - 20:42:18,824;15,64;31,14;-15,5;-29,11;AvançoFase;6,2
18/01/2026 - 20:42:19,146;17,91;32,87;-14,96;-17,45;AvançoFase;6,2
18/01/2026 - 20:42:19,571;19,46;33,21;-13,75;-11,84;AvançoFase;6,2
18/01/2026 - 20:42:20,107;20;29,48;-9,48;-0,56;AvançoFase;6,2
18/01/2026 - 20:42:20,424;19,68;24,28;-4,6;5,75;AvançoFase;6,2
18/01/2026 - 20:42:20,849;18,38;21,23;-2,85;0,93;AvançoFase;6,2
18/01/2026 - 20:42:21,162;16,21;20,91;-4,7;-7,42;AvançoFase;6,2
18/01/2026 - 20:42:21,598;13,73;21,63;-7,9;-16,18;AvançoFase;6,2
18/01/2026 - 20:42:22,131;11,19;22,42;-11,23;-19,91;AvançoFase;6,2
18/01/2026 - 20:42:22,449;9,66;22,02;-12,36;-18,26;AvançoFase;6,2
18/01/2026 - 20:42:22,874;8,32;20,35;-12,03;-10,03;AvançoFase;6,2
18/01/2026 - 20:42:23,191;8,02;17,88;-9,86;-2,18;AvançoFase;6,2
18/01/2026 - 20:42:23,614;8,83;13,84;-5,01;9,26;AvançoFase;6,2
18/01/2026 - 20:42:24,038;10,56;12,4;-1,84;10,86;AvançoFase;6,2
18/01/2026 - 20:42:24,464;12,29;15,17;-2,88;2,58;AvançoFase;6,2
18/01/2026 - 20:42:24,889;14,85;20,62;-5,77;-7,85;AvançoFase;6,2
18/01/2026 - 20:42:25,210;17,25;25,4;-8,15;-16,42;AvançoFase;6,2
18/01/2026 - 20:42:25,726;19,07;30,6;-11,53;-18,52;AvançoFase;6,2
18/01/2026 - 20:42:26,047;19,95;34,12;-14,17;-21,73;AvançoFase;6,2
18/01/2026 - 20:42:26,474;19,91;36,3;-16,39;-19,45;AvançoFase;6,2
18/01/2026 - 20:42:26,901;18,92;36,79;-17,87;-25,06;AvançoFase;6,2
18/01/2026 - 20:42:27,222;17,04;33,25;-16,21;-13,09;AvançoFase;6,2
18/01/2026 - 20:42:27,753;14,58;25,81;-11,23;-5,8;AvançoFase;6,2
18/01/2026 - 20:42:28,073;12,03;20,75;-8,72;0,79;AvançoFase;6,2
18/01/2026 - 20:42:28,492;10,34;14,61;-4,27;6,22;AvançoFase;6,2
18/01/2026 - 20:42:29,024;8,69;11,8;-3,11;3,34;AvançoFase;6,2
18/01/2026 - 20:42:29,343;8,01;12,61;-4,6;-3,31;AvançoFase;6,2
18/01/2026 - 20:42:29,767;8,41;16,65;-8,24;-10,04;AvançoFase;6,2
18/01/2026 - 20:42:30,085;9,84;18,8;-8,96;-10,5;AvançoFase;6,2
18/01/2026 - 20:42:30,515;11,42;20,79;-9,37;-5,89;AvançoFase;6,2
18/01/2026 - 20:42:30,941;13,94;22,83;-8,89;-3,47;AvançoFase;6,2
18/01/2026 - 20:42:31,476;16,46;25,99;-9,53;-6,7;AvançoFase;6,2
18/01/2026 - 20:42:31,796;18,53;29,09;-10,56;-12,72;AvançoFase;6,2
18/01/2026 - 20:42:32,224;19,76;30,04;-10,28;-10,62;AvançoFase;6,2
18/01/2026 - 20:42:32,544;19,98;29,48;-9,5;-9,74;AvançoFase;6,2
18/01/2026 - 20:42:32,971;19;27,69;-8,69;-6,33;AvançoFase;6,2
18/01/2026 - 20:42:33,400;17,68;26,06;-8,38;-9,55;AvançoFase;6,2
18/01/2026 - 20:42:33,827;15,36;25,45;-10,09;-14,21;AvançoFase;6,2
18/01/2026 - 20:42:34,148;12,78;25,19;-12,41;-17,82;AvançoFase;6,2
18/01/2026 - 20:42:34,575;10,42;24,53;-14,11;-18,67;AvançoFase;6,2
18/01/2026 - 20:42:35,107;8,73;22,75;-14,02;-13,22;AvançoFase;6,2
18/01/2026 - 20:42:35,424;8,09;19,87;-11,78;-7,91;AvançoFase;6,2
18/01/2026 - 20:42:35,848;8,19;15,98;-7,79;5,19;AvançoFase;6,2
18/01/2026 - 20:42:36,166;9,35;13,56;-4,21;10,58;AvançoFase;6,2
18/01/2026 - 20:42:36,590;11,35;13,37;-2,02;8,46;AvançoFase;6,2
18/01/2026 - 20:42:37,016;13,84;16,61;-2,77;0,27;AvançoFase;6,2
18/01/2026 - 20:42:37,443;15,74;22,07;-6,33;-6,56;AvançoFase;6,2
18/01/2026 - 20:42:37,869;18;28,16;-10,16;-20,56;AvançoFase;6,2
18/01/2026 - 20:42:38,191;19,5;30,45;-10,95;-16,29;AvançoFase;6,2
18/01/2026 - 20:42:38,724;20;34;-14;-25,51;AvançoFase;6,2
18/01/2026 - 20:42:39,044;19,38;33,63;-14,25;-17,12;AvançoFase;6,2
18/01/2026 - 20:42:39,473;18,26;34,46;-16,2;-21,47;AvançoFase;6,2
18/01/2026 - 20:42:39,898;16,09;31,79;-15,7;-15,79;AvançoFase;6,2
18/01/2026 - 20:42:40,211;13,56;27,92;-14,36;-10,63;AvançoFase;6,2
18/01/2026 - 20:42:40,855;11,12;19,74;-8,62;-1,52;AvançoFase;6,2
18/01/2026 - 20:42:41,172;9,17;14,55;-5,38;7,47;AvançoFase;6,2
18/01/2026 - 20:42:41,490;8,28;10,22;-1,94;9,37;AvançoFase;6,2
18/01/2026 - 20:42:41,910;8,03;11,04;-3,01;0,64;AvançoFase;6,2
18/01/2026 - 20:42:42,228;8,88;14,34;-5,46;-8;AvançoFase;6,2
18/01/2026 - 20:42:42,764;10,63;20,71;-10,08;-13,92;AvançoFase;6,2
18/01/2026 - 20:42:43,190;13,02;23,87;-10,85;-14,52;AvançoFase;6,2
18/01/2026 - 20:42:43,512;14,96;26,37;-11,41;-9,63;AvançoFase;6,2
18/01/2026 - 20:42:43,939;17,37;27,61;-10,24;-5,31;AvançoFase;6,2
18/01/2026 - 20:42:44,367;19,14;27,32;-8,18;-2,31;AvançoFase;6,2
18/01/2026 - 20:42:44,794;19,96;27,75;-7,79;-5,55;AvançoFase;6,2
18/01/2026 - 20:42:45,114;19,69;28,51;-8,82;-11,37;AvançoFase;6,2
18/01/2026 - 20:42:45,540;18,78;28,21;-9,43;-14,62;AvançoFase;6,2
18/01/2026 - 20:42:46,076;16,23;27,12;-10,89;-13,76;AvançoFase;6,2
18/01/2026 - 20:42:46,396;14,35;24,71;-10,36;-13,33;AvançoFase;6,2
18/01/2026 - 20:42:46,821;11,8;22,31;-10,51;-11,52;AvançoFase;6,2
18/01/2026 - 20:42:47,141;9,66;20,41;-10,75;-9,8;AvançoFase;6,2
18/01/2026 - 20:42:47,565;8,32;17,49;-9,17;-4,12;AvançoFase;6,2
18/01/2026 - 20:42:47,989;8,02;14,38;-6,36;2,66;AvançoFase;6,2
18/01/2026 - 20:42:48,411;8,52;12,83;-4,31;5,56;AvançoFase;6,2
18/01/2026 - 20:42:48,833;10,05;13,98;-3,93;3,75;AvançoFase;6,2
18/01/2026 - 20:42:49,155;12,27;15,98;-3,71;-0,21;AvançoFase;6,2
18/01/2026 - 20:42:49,583;14,83;19,71;-4,88;-4,73;AvançoFase;6,2
18/01/2026 - 20:42:50,010;17,26;24,08;-6,82;-10,64;AvançoFase;6,2
18/01/2026 - 20:42:50,438;18,69;29,39;-10,7;-16,16;AvançoFase;6,2
18/01/2026 - 20:42:50,864;19,82;30,67;-10,85;-12,79;AvançoFase;6,2
18/01/2026 - 20:42:51,184;19,89;30,99;-11,1;-10,96;AvançoFase;6,2
18/01/2026 - 20:42:51,612;18,86;29,31;-10,45;-10,26;AvançoFase;6,2
18/01/2026 - 20:42:52,038;16,94;26,06;-9,12;-7,35;AvançoFase;6,2
18/01/2026 - 20:42:52,569;15,13;23,51;-8,38;-9,61;AvançoFase;6,2
18/01/2026 - 20:42:52,891;12,54;22,17;-9,63;-12,6;AvançoFase;6,2
18/01/2026 - 20:42:53,209;10,27;21,22;-10,95;-13,22;AvançoFase;6,2
18/01/2026 - 20:42:53,739;8,63;18,96;-10,33;-10,13;AvançoFase;6,2
18/01/2026 - 20:42:54,057;8;16,75;-8,75;-2,19;AvançoFase;6,2
18/01/2026 - 20:42:54,586;8,25;13,65;-5,4;5,9;AvançoFase;6,2
18/01/2026 - 20:42:54,903;9,48;12,67;-3,19;7,68;AvançoFase;6,2
18/01/2026 - 20:42:55,221;11,52;14,11;-2,59;3,58;AvançoFase;6,2
18/01/2026 - 20:42:55,752;14,02;18,93;-4,91;-1,75;AvançoFase;6,2
18/01/2026 - 20:42:56,074;16,52;22,9;-6,38;-9,31;AvançoFase;6,2
18/01/2026 - 20:42:56,501;18,13;28,29;-10,16;-13;AvançoFase;6,2
18/01/2026 - 20:42:56,929;19,57;31,26;-11,69;-18,24;AvançoFase;6,2
18/01/2026 - 20:42:57,340;19,98;31,68;-11,7;-12,43;AvançoFase;6,2
18/01/2026 - 20:42:57,763;19,35;30,24;-10,89;-14,54;AvançoFase;6,2
18/01/2026 - 20:42:58,087;17,72;27,37;-9,65;-7,08;AvançoFase;6,2
18/01/2026 - 20:42:58,513;16,01;23,91;-7,9;-5,93;AvançoFase;6,2
18/01/2026 - 20:42:58,939;13,46;21,48;-8,02;-8,76;AvançoFase;6,2
18/01/2026 - 20:42:59,366;11,04;19,78;-8,74;-10,22;AvançoFase;6,2
18/01/2026 - 20:42:59,790;9,13;18,2;-9,07;-9,54;AvançoFase;6,2
18/01/2026 - 20:43:00,108;8,1;16,46;-8,36;-4,45;AvançoFase;6,2
18/01/2026 - 20:43:00,532;8,06;13,71;-5,65;3,42;AvançoFase;6,2
18/01/2026 - 20:43:01,061;9,31;12,68;-3,37;5,83;AvançoFase;6,2
18/01/2026 - 20:43:01,379;10,73;14,23;-3,5;3,84;AvançoFase;6,2
18/01/2026 - 20:43:01,804;13,12;17,52;-4,4;-1,05;AvançoFase;6,2
18/01/2026 - 20:43:02,126;15,68;20,96;-5,28;-5,24;AvançoFase;6,2
18/01/2026 - 20:43:02,554;17,44;25,99;-8,55;-12,59;AvançoFase;6,2
18/01/2026 - 20:43:02,980;19,48;29,08;-9,6;-14,01;AvançoFase;6,2
18/01/2026 - 20:43:03,407;19,97;30,95;-10,98;-18,22;AvançoFase;6,2
18/01/2026 - 20:43:03,834;19,66;30;-10,34;-10,97;AvançoFase;6,2
18/01/2026 - 20:43:04,262;18,3;28,23;-9,93;-10,57;AvançoFase;6,2
18/01/2026 - 20:43:04,583;16,14;25,25;-9,11;-8,38;AvançoFase;6,2
18/01/2026 - 20:43:05,008;13,6;22,58;-8,98;-9,07;AvançoFase;6,2
18/01/2026 - 20:43:05,434;11,73;20,63;-8,9;-9,88;AvançoFase;6,2
18/01/2026 - 20:43:05,859;9,61;18,87;-9,26;-9,73;AvançoFase;6,2
18/01/2026 - 20:43:06,177;8,3;17,1;-8,8;-5,89;AvançoFase;6,2
18/01/2026 - 20:43:06,601;8,03;13,97;-5,94;2,71;AvançoFase;6,2
18/01/2026 - 20:43:07,025;8,86;12,3;-3,44;6,31;AvançoFase;6,2
18/01/2026 - 20:43:07,448;10,1;13,55;-3,45;4,29;AvançoFase;6,2
18/01/2026 - 20:43:07,865;12,35;16,76;-4,41;-1,55;AvançoFase;6,2
18/01/2026 - 20:43:08,195;14,91;19,98;-5,07;-4,94;AvançoFase;6,2
18/01/2026 - 20:43:08,621;17,3;25,39;-8,09;-10,08;AvançoFase;6,2
18/01/2026 - 20:43:09,049;19,1;28,95;-9,85;-14,3;AvançoFase;6,2
18/01/2026 - 20:43:09,478;19,85;30,84;-10,99;-13,47;AvançoFase;6,2
18/01/2026 - 20:43:09,905;19,87;30,74;-10,87;-11,57;AvançoFase;6,2
18/01/2026 - 20:43:10,222;18,82;29,16;-10,34;-10,84;AvançoFase;6,2
18/01/2026 - 20:43:10,758;16,89;25,28;-8,39;-8,67;AvançoFase;6,2
18/01/2026 - 20:43:11,076;14,41;23,1;-8,69;-7,81;AvançoFase;6,2
18/01/2026 - 20:43:11,505;12,47;20,79;-8,32;-9,36;AvançoFase;6,2
18/01/2026 - 20:43:12,032;10,18;18,88;-8,7;-9,18;AvançoFase;6,2
18/01/2026 - 20:43:12,353;8,61;16,73;-8,12;-6,95;AvançoFase;6,2
18/01/2026 - 20:43:12,776;8;13,95;-5,95;0,15;AvançoFase;6,2
18/01/2026 - 20:43:13,093;8,49;12,63;-4,14;4,91;AvançoFase;6,2
18/01/2026 - 20:43:13,516;9,5;13,25;-3,75;3,11;AvançoFase;6,2
18/01/2026 - 20:43:13,942;11,6;15,98;-4,38;-0,68;AvançoFase;6,2
18/01/2026 - 20:43:14,370;14,09;19,65;-5,56;-3,79;AvançoFase;6,2
18/01/2026 - 20:43:14,797;16,62;24,75;-8,13;-8,43;AvançoFase;6,2
18/01/2026 - 20:43:15,118;18,63;28,24;-9,61;-16,41;AvançoFase;6,2
18/01/2026 - 20:43:15,544;19,61;30,35;-10,74;-10,89;AvançoFase;6,2
18/01/2026 - 20:43:16,080;19,89;30,47;-10,58;-11,32;AvançoFase;6,2
18/01/2026 - 20:43:16,401;19,26;27,96;-8,7;-7,48;AvançoFase;6,2
18/01/2026 - 20:43:16,826;17,54;24,94;-7,4;-5,69;AvançoFase;6,2
18/01/2026 - 20:43:17,147;15,19;23,69;-8,5;-9,6;AvançoFase;6,2
18/01/2026 - 20:43:17,560;12,61;23,29;-10,68;-15,54;AvançoFase;6,2
18/01/2026 - 20:43:18,101;10,36;22,65;-12,29;-17,03;AvançoFase;6,2
18/01/2026 - 20:43:18,424;8,99;21,54;-12,55;-14,35;AvançoFase;6,2
18/01/2026 - 20:43:18,848;8,08;19,41;-11,33;-6,66;AvançoFase;6,2
18/01/2026 - 20:43:19,168;8,23;16,98;-8,75;0,97;AvançoFase;6,2
18/01/2026 - 20:43:19,590;9,44;13,89;-4,45;9,4;AvançoFase;6,2
18/01/2026 - 20:43:20,014;11,48;13,53;-2,05;8,8;AvançoFase;6,2
18/01/2026 - 20:43:20,440;13,34;16,51;-3,17;3,39;AvançoFase;6,2
18/01/2026 - 20:43:20,867;15,89;21,96;-6,07;-8,9;AvançoFase;6,2
